city,neighbourhood,property_type,accommodates,bedrooms,bathrooms,beds,review_score,reviews_count,superhost,amenity_count,cleaning_fee,month,price,suggested_price,price_delta,quality_index
San Francisco,Sunset,Entire home/apt,6,2,1,2,4.18,59,0,9,19.0,10,101.27,107.25695238848866,5.98695238848866,2.27
Mumbai,Powai,Entire home/apt,5,3,1,3,4.68,89,0,9,4.0,9,31.14,35.61544444444444,4.475444444444442,2.52
London,Kensington,Entire home/apt,4,1,1,1,4.93,15,0,15,23.0,9,120.63,114.094375782037,-6.53562421796299,2.7649999999999997
Sydney,Manly,Private room,3,1,1,1,3.96,32,0,7,15.0,6,54.16,50.53477459399517,-3.62522540600483,2.12
Tokyo,Asakusa,Private room,4,1,1,1,4.15,68,1,7,16.0,8,63.0,60.1494440114126,-2.850555988587402,2.265
Tokyo,Shibuya,Private room,6,2,1,2,4.94,91,1,6,18.0,3,76.97,59.54723001395609,-17.42276998604391,2.64
Dubai,Downtown,Entire home/apt,8,2,1,3,4.76,29,0,16,5.0,3,86.88,89.86166347316686,2.9816634731668614,2.6999999999999997
Tokyo,Ginza,Entire home/apt,8,2,1,2,4.72,127,0,22,17.0,10,174.85,128.42512920653067,-46.424870793469324,2.8
San Francisco,Nob Hill,Private room,7,1,1,2,4.49,48,0,12,12.0,9,73.08,61.8960518971732,-11.183948102826797,2.4850000000000003
Austin,Downtown,Entire home/apt,2,2,1,2,4.78,79,0,10,13.0,2,54.43,77.66466666666666,23.234666666666662,2.5900000000000003
San Francisco,Mission,Entire home/apt,5,1,1,1,4.09,36,0,12,27.0,9,114.81,123.34587912258401,8.535879122584006,2.285
Tokyo,Ginza,Entire home/apt,7,2,1,2,4.43,29,0,21,30.0,5,147.03,124.78464788141868,-22.245352118581323,2.635
London,Greenwich,Private room,6,2,1,2,4.52,52,0,18,22.0,12,72.68,75.20637532509308,2.5263753250930705,2.6199999999999997
New York,Queens,Private room,1,1,1,2,4.1,101,0,10,14.0,11,55.0,58.619007810755825,3.619007810755825,2.25
San Francisco,Marina,Entire home/apt,5,1,1,1,4.5,74,0,5,36.0,5,133.6,138.73247768652104,5.132477686521042,2.35
San Francisco,Mission,Entire home/apt,7,2,1,2,4.98,33,0,8,2.0,4,114.76,118.29081156417121,3.530811564171202,2.6500000000000004
Tokyo,Shinjuku,Private room,4,1,1,1,4.07,38,0,17,2.0,6,45.45,51.58663994692885,6.136639946928845,2.375
Paris,1st Arr.,Entire home/apt,9,1,1,1,4.48,36,0,13,35.0,7,149.38,143.9093740354871,-5.470625964512891,2.5
London,Westminster,Private room,2,1,1,2,4.86,49,0,3,3.0,2,51.63,51.11157111309634,-0.5184288869036635,2.49
Bengaluru,Indiranagar,Entire home/apt,9,2,1,2,4.68,60,0,21,6.0,6,50.26,43.34014999999998,-6.919850000000018,2.76
Mumbai,Dadar,Entire home/apt,3,1,1,2,4.46,123,0,14,12.0,4,29.08,35.02727499999995,5.947274999999955,2.51
Tokyo,Shibuya,Private room,3,2,1,3,4.36,13,1,11,22.0,9,77.62,73.39120990061069,-4.228790099389315,2.45
Dubai,Jumeirah,Private room,3,2,1,2,4.37,65,0,8,9.0,5,66.89,44.858740498458154,-22.031259501541847,2.345
Mumbai,Colaba,Private room,1,1,1,1,4.22,77,0,13,15.0,12,38.13,35.58681666666663,-2.543183333333374,2.37
Mumbai,Andheri,Entire home/apt,7,1,1,2,4.78,74,0,7,18.0,3,43.83,49.45544444444445,5.6254444444444545,2.5300000000000002
Austin,Downtown,Entire home/apt,6,2,1,2,4.86,76,0,7,7.0,9,81.55,68.23658333333334,-13.313416666666654,2.5700000000000003
Dubai,Deira,Entire home/apt,2,2,1,3,4.51,131,0,18,19.0,8,104.18,105.52809916457802,1.3480991645780165,2.6149999999999998
Dubai,Downtown,Private room,4,2,1,2,4.86,54,0,9,5.0,3,57.01,43.42637455368892,-13.583625446311075,2.6100000000000003
Bengaluru,MG Road,Entire home/apt,5,2,1,3,4.96,132,0,9,21.0,1,52.96,56.512916666666676,3.5529166666666754,2.66
Tokyo,Asakusa,Entire home/apt,9,3,1,3,5.0,37,0,12,31.0,3,122.49,123.52537851129212,1.035378511292123,2.74
Sydney,Newtown,Shared room,2,1,1,1,4.79,24,0,18,7.0,1,17.29,49.05542839802917,31.765428398029172,2.755
Mumbai,Bandra,Entire home/apt,6,1,1,1,4.62,95,1,11,4.0,2,19.02,42.93993055555555,23.91993055555555,2.58
Dubai,Bur Dubai,Entire home/apt,2,2,1,2,4.52,49,1,12,32.0,4,88.87,100.53612940084365,11.666129400843644,2.55
Dubai,Deira,Entire home/apt,8,1,1,2,4.67,86,0,13,35.0,2,77.12,103.22113186123903,26.101131861239026,2.5949999999999998
Paris,Montmartre,Private room,7,1,1,1,4.26,94,1,9,31.0,2,75.35,76.40981166367109,1.0598116636710984,2.36
New York,Bronx,Entire home/apt,2,2,1,2,4.35,23,0,6,11.0,6,89.91,95.82488789313282,5.914887893132828,2.295
London,Greenwich,Private room,2,1,1,2,4.19,80,1,23,14.0,7,72.25,71.09754942315314,-1.15245057684686,2.605
Dubai,Downtown,Entire home/apt,6,2,1,2,5.0,9,1,8,27.0,9,99.53,101.08402374409825,1.5540237440982452,2.71
Dubai,Deira,Entire home/apt,2,2,1,2,4.97,14,1,18,7.0,7,70.66,98.87390834308557,28.213908343085578,2.8949999999999996
Paris,Le Marais,Private room,3,1,1,2,4.5,73,0,18,0.0,11,61.79,54.330286683680384,-7.459713316319615,2.61
Paris,Bastille,Private room,2,1,1,1,4.1,94,0,18,36.0,3,66.95,82.92057995787815,15.970579957878144,2.4099999999999997
Austin,South Congress,Private room,2,1,1,1,4.56,38,0,10,20.0,2,43.48,45.62456286325155,2.1445628632515508,2.48
Mumbai,Powai,Private room,7,1,1,1,4.37,133,0,8,36.0,10,58.82,50.246999999999964,-8.573000000000036,2.345
Mumbai,Bandra,Entire home/apt,2,1,1,2,4.38,43,1,5,30.0,1,52.78,58.090166666666704,5.310166666666703,2.34
London,Greenwich,Private room,7,1,1,1,4.4,1,0,16,34.0,5,73.27,75.99010059848663,2.7201005984866384,2.52
Bengaluru,Koramangala,Private room,2,1,1,2,4.6,28,1,14,6.0,2,22.66,24.025500000000015,1.365500000000015,2.63
Bengaluru,Koramangala,Entire home/apt,3,1,1,2,5.0,79,0,6,37.0,4,68.11,63.675749999999994,-4.434250000000006,2.62
Tokyo,Roppongi,Hotel room,2,2,1,3,4.78,55,0,12,25.0,1,105.05,105.04075000000003,-0.009249999999966008,2.63
Dubai,Bur Dubai,Entire home/apt,9,2,1,3,4.62,133,0,14,19.0,3,104.51,113.01814285186353,8.508142851863525,2.59
Tokyo,Shinjuku,Private room,5,1,1,1,4.89,27,0,10,13.0,7,74.59,62.76405532293573,-11.825944677064271,2.645
Mumbai,Colaba,Entire home/apt,3,2,1,3,4.55,103,1,14,7.0,5,54.92,43.222250000000024,-11.697749999999978,2.6049999999999995
San Francisco,Mission,Private room,2,1,1,2,5.0,72,0,10,20.0,7,102.21,74.98384749257015,-27.226152507429845,2.7
Austin,East Austin,Entire home/apt,2,2,1,2,4.39,82,0,15,25.0,11,75.07,88.11580555555557,13.045805555555575,2.4949999999999997
Mumbai,Powai,Entire home/apt,9,1,2,2,4.73,34,0,10,6.0,3,42.81,45.42108333333337,2.6110833333333687,2.5650000000000004
New York,Queens,Private room,5,1,1,2,4.92,104,0,5,16.0,6,76.29,59.2299706728614,-17.060029327138608,2.56
Bengaluru,Whitefield,Private room,7,2,1,2,4.43,90,0,17,36.0,1,50.68,55.80549999999996,5.12549999999996,2.5549999999999997
Mumbai,Dadar,Entire home/apt,9,1,1,2,4.01,38,0,7,1.0,6,20.1,33.44975000000002,13.349750000000022,2.145
Sydney,CBD,Entire home/apt,4,3,1,4,4.12,25,0,19,33.0,10,118.49,126.447982679759,7.957982679758999,2.44
Bengaluru,Koramangala,Entire home/apt,6,3,1,4,5.0,11,0,18,26.0,2,67.93,60.85599999999997,-7.074000000000034,2.86
New York,Brooklyn,Entire home/apt,7,1,1,2,4.4,83,0,10,34.0,10,120.59,128.96057443786282,8.370574437862814,2.4000000000000004
San Francisco,SoMa,Entire home/apt,9,3,1,3,4.81,95,0,14,29.0,7,194.99,156.865801341737,-38.124198658263,2.6849999999999996
Paris,Le Marais,Entire home/apt,2,2,1,3,4.76,55,0,16,8.0,9,121.48,107.45675185004004,-14.023248149959969,2.6999999999999997
Dubai,Jumeirah,Entire home/apt,5,2,1,2,4.73,84,0,11,37.0,7,140.69,114.6624165858739,-26.0275834141261,2.5850000000000004
San Francisco,Sunset,Shared room,3,1,1,2,5.0,104,0,14,26.0,6,65.03,65.65341974260083,0.6234197426008308,2.7800000000000002
Austin,Hyde Park,Entire home/apt,7,2,1,2,4.74,73,0,11,28.0,8,111.12,102.53549375000011,-8.58450624999989,2.5900000000000003
Austin,Zilker,Entire home/apt,3,1,1,2,4.48,109,0,12,13.0,3,59.94,80.83739285714283,20.897392857142833,2.4800000000000004
Sydney,Surry Hills,Entire home/apt,9,1,1,2,4.89,45,0,11,34.0,3,100.77,122.61738930105443,21.847389301054434,2.665
Paris,Latin Quarter,Entire home/apt,3,3,1,4,4.92,38,0,14,5.0,2,84.41,101.00739894713737,16.59739894713738,2.74
Sydney,Bondi,Shared room,2,1,2,2,4.54,61,0,12,3.0,6,18.21,42.82926606527262,24.61926606527262,2.51
Paris,Latin Quarter,Entire home/apt,2,1,1,1,4.16,94,0,13,37.0,2,114.78,128.9327961495469,14.152796149546901,2.34
Dubai,Downtown,Shared room,4,1,1,1,4.64,89,0,2,16.0,11,28.72,44.836036037891446,16.116036037891448,2.36
Paris,Montmartre,Entire home/apt,4,1,1,1,4.69,147,0,7,0.0,9,98.29,100.98799062316492,2.6979906231649124,2.4850000000000003
Bengaluru,Whitefield,Entire home/apt,4,2,1,2,4.46,44,1,10,29.0,2,63.14,54.99658333333332,-8.143416666666681,2.48
Austin,Hyde Park,Entire home/apt,9,3,2,4,4.37,28,0,2,9.0,11,70.97,56.12208333333331,-14.847916666666691,2.225
Tokyo,Shinjuku,Entire home/apt,2,2,1,3,5.0,93,1,11,39.0,10,146.54,135.07912315216305,-11.460876847836943,2.77
New York,Brooklyn,Entire home/apt,8,2,2,3,5.0,37,0,6,11.0,2,97.22,103.45972043937857,6.239720439378573,2.62
San Francisco,Mission,Entire home/apt,2,2,1,2,4.53,55,0,10,15.0,8,120.02,119.5653767694527,-0.45462323054729836,2.4650000000000003
New York,Brooklyn,Private room,7,1,1,1,4.85,96,0,15,19.0,3,60.7,62.56602866167716,1.8660286616771558,2.7249999999999996
Mumbai,Dadar,Hotel room,6,1,1,2,4.64,24,0,7,30.0,1,50.34,56.991083333333265,6.651083333333261,2.46
Sydney,Surry Hills,Entire home/apt,2,1,2,1,4.58,25,1,10,9.0,11,75.72,90.66650898947805,14.946508989478048,2.54
Dubai,Deira,Entire home/apt,7,2,1,3,4.52,86,0,8,35.0,5,97.47,95.52096519457244,-1.9490348054275586,2.42
Bengaluru,Whitefield,Private room,3,1,1,1,4.39,38,0,11,16.0,9,38.93,39.5485,0.6184999999999974,2.415
Austin,South Congress,Entire home/apt,9,1,1,2,5.0,150,0,6,32.0,7,115.57,98.91127499999999,-16.658725000000004,2.62
Paris,1st Arr.,Private room,7,2,1,2,4.41,92,0,3,38.0,5,82.35,86.25325565817091,3.90325565817092,2.265
Dubai,Downtown,Private room,1,2,1,3,4.48,41,0,14,0.0,6,45.63,46.68769575134734,1.0576957513473388,2.5200000000000005
San Francisco,SoMa,Entire home/apt,4,1,1,1,4.35,52,0,8,36.0,4,119.73,126.23941883526963,6.509418835269628,2.335
Bengaluru,MG Road,Private room,5,1,1,1,5.0,103,0,8,35.0,6,43.45,52.48450000000002,9.034500000000016,2.66
New York,Queens,Entire home/apt,6,1,1,2,4.38,48,1,10,29.0,1,100.57,115.62889271418155,15.058892714181553,2.44
London,Hackney,Private room,1,1,1,1,4.08,147,1,16,7.0,1,42.64,45.967200268314414,3.3272002683144137,2.4099999999999997
London,Hackney,Private room,6,1,1,1,5.0,62,0,12,38.0,4,86.49,90.60233013603332,4.1123301360333215,2.74
Austin,Zilker,Entire home/apt,4,1,1,1,4.58,62,0,13,30.0,6,102.68,83.03816666666664,-19.641833333333366,2.55
Dubai,Downtown,Entire home/apt,7,1,1,1,4.03,64,0,8,5.0,10,77.36,85.65673705410707,8.29673705410707,2.1750000000000003
Austin,South Congress,Private room,6,1,1,2,4.58,88,0,6,16.0,12,62.3,54.047727956306886,-8.252272043693111,2.41
San Francisco,Nob Hill,Entire home/apt,3,1,1,2,4.74,30,0,20,32.0,7,177.52,143.5029232745943,-34.0170767254057,2.77
Dubai,Bur Dubai,Private room,4,1,1,2,4.24,59,0,14,3.0,4,41.64,42.56007889872611,0.9200788987261106,2.4000000000000004
London,Greenwich,Private room,7,1,1,1,4.94,3,0,8,18.0,2,64.4,53.28620740240784,-11.113792597592166,2.6300000000000003
Paris,Latin Quarter,Entire home/apt,3,1,1,2,4.68,95,1,11,15.0,2,97.39,101.26613416903815,3.8761341690381528,2.61
Tokyo,Shinjuku,Entire home/apt,2,2,1,3,4.54,73,0,6,22.0,7,122.95,116.97998737325825,-5.970012626741749,2.39
Mumbai,Colaba,Private room,2,1,1,1,4.2,105,0,16,12.0,10,26.81,23.072999999999983,-3.737000000000016,2.42
Austin,East Austin,Entire home/apt,9,1,1,2,4.95,113,0,17,24.0,5,78.23,92.56333333333335,14.333333333333343,2.815
Mumbai,Andheri,Entire home/apt,5,1,1,2,4.0,54,0,20,28.0,5,55.09,58.17375000000005,3.0837500000000446,2.4
San Francisco,SoMa,Private room,6,1,1,2,4.17,112,0,11,32.0,4,101.3,80.14109319480862,-21.15890680519138,2.305
Bengaluru,Indiranagar,Entire home/apt,7,2,1,2,4.54,81,0,20,29.0,9,63.28,58.93738333333333,-4.342616666666672,2.67
Paris,1st Arr.,Entire home/apt,9,1,1,2,4.82,7,1,14,24.0,12,133.96,128.18018716160745,-5.779812838392559,2.74
Sydney,Bondi,Entire home/apt,9,2,1,3,4.39,40,0,16,6.0,6,100.88,95.09925382971294,-5.78074617028706,2.5149999999999997
Paris,Bastille,Entire home/apt,2,1,1,1,4.99,44,1,2,13.0,5,78.16,103.79285014813095,25.632850148130956,2.585
Austin,Downtown,Entire home/apt,8,1,2,1,3.86,123,0,20,28.0,9,117.19,101.27333333333328,-15.916666666666714,2.33
Tokyo,Roppongi,Private room,5,1,1,1,4.84,76,0,16,19.0,2,73.53,67.55192992241403,-5.9780700775859685,2.7399999999999998
Mumbai,Andheri,Private room,3,1,1,2,4.61,104,0,5,5.0,9,12.0,22.605083333333322,10.605083333333322,2.4050000000000002
London,Hackney,Entire home/apt,5,1,1,1,4.31,57,1,16,9.0,12,88.03,96.25677160796636,8.226771607966356,2.5249999999999995
Paris,1st Arr.,Entire home/apt,7,2,1,2,4.18,21,1,12,36.0,1,129.67,130.17611989547675,0.5061198954767576,2.38
London,Kensington,Entire home/apt,7,2,1,2,4.11,115,0,13,16.0,12,135.5,115.40913068485897,-20.090869315141035,2.3150000000000004
New York,Manhattan,Private room,1,1,1,1,4.76,115,0,14,8.0,9,75.76,51.44322229997542,-24.316777700024588,2.66
Sydney,Manly,Entire home/apt,5,1,1,2,4.53,76,1,7,15.0,6,92.86,101.62052837484144,8.760528374841442,2.455
Dubai,Marina,Entire home/apt,6,1,1,2,4.47,67,0,3,22.0,10,100.47,97.88352182669003,-2.5864781733099704,2.295
Mumbai,Powai,Entire home/apt,5,1,1,1,3.87,50,0,3,33.0,1,72.75,71.62441666666663,-1.125583333333367,1.995
London,Greenwich,Private room,2,2,1,3,4.32,86,1,4,6.0,2,39.41,48.17700889691505,8.767008896915051,2.29
New York,Brooklyn,Entire home/apt,2,2,1,3,5.0,52,0,8,33.0,6,117.85,127.59106401137345,9.741064011373453,2.66
Sydney,CBD,Entire home/apt,4,2,2,3,4.62,106,1,15,31.0,6,127.04,137.02101347362142,9.981013473621417,2.6599999999999997
London,Camden,Entire home/apt,2,3,1,4,4.37,106,0,10,22.0,7,131.08,125.4155808309629,-5.664419169037117,2.3850000000000002
Paris,1st Arr.,Entire home/apt,6,1,1,2,4.47,70,0,13,14.0,7,131.19,111.75913427621519,-19.430865723784805,2.495
Austin,Hyde Park,Private room,3,2,1,2,5.0,71,0,13,28.0,5,59.01,60.541723489169726,1.5317234891697282,2.76
Bengaluru,HSR Layout,Entire home/apt,8,3,1,3,4.78,46,1,9,21.0,7,43.72,56.543791666666685,12.823791666666686,2.62
Mumbai,Powai,Private room,4,1,1,2,4.95,9,0,2,7.0,8,21.08,20.391333333333325,-0.6886666666666734,2.515
Paris,Montmartre,Entire home/apt,6,3,1,3,4.25,75,1,11,25.0,4,115.74,127.21841465100168,11.478414651001685,2.395
Bengaluru,Koramangala,Entire home/apt,2,1,1,2,4.28,24,0,2,6.0,8,17.71,33.76949999999999,16.059499999999986,2.18
Dubai,Bur Dubai,Private room,3,1,1,2,4.32,78,1,2,14.0,12,50.04,48.27127985021501,-1.7687201497849898,2.25
Mumbai,Dadar,Entire home/apt,5,2,1,2,4.98,4,0,10,7.0,11,36.33,38.48011666666663,2.1501166666666336,2.6900000000000004
Dubai,Downtown,Private room,1,1,1,2,4.5,23,0,11,11.0,6,53.18,49.251179565215985,-3.928820434784015,2.47
Tokyo,Ginza,Shared room,2,1,1,2,3.99,101,0,12,9.0,5,41.04,48.081298511790266,7.0412985117902664,2.2350000000000003
Mumbai,Andheri,Private room,2,1,1,2,4.28,71,0,7,4.0,2,12.0,21.195249999999994,9.195249999999994,2.2800000000000002
Paris,1st Arr.,Entire home/apt,3,2,1,3,3.96,70,0,2,4.0,11,66.52,97.80824448004527,31.28824448004528,2.02
Paris,Le Marais,Shared room,1,2,1,3,4.88,10,1,18,1.0,1,56.73,48.67210244265314,-8.057897557346855,2.8499999999999996
Mumbai,Colaba,Entire home/apt,9,2,1,3,5.0,56,0,14,24.0,8,62.19,66.83141666666666,4.641416666666657,2.7800000000000002
Sydney,CBD,Private room,5,2,1,2,4.55,83,0,5,9.0,11,37.54,50.50408453068308,12.964084530683081,2.375
London,Hackney,Entire home/apt,4,3,2,4,4.82,69,0,10,6.0,5,104.59,93.3899465034991,-11.2000534965009,2.6100000000000003
Austin,South Congress,Entire home/apt,9,1,1,1,3.97,35,1,17,11.0,8,90.54,73.27583333333334,-17.264166666666668,2.375
Mumbai,Powai,Private room,5,1,2,1,4.93,82,0,14,38.0,11,43.45,57.56050000000001,14.110500000000009,2.745
Sydney,Bondi,Private room,7,1,1,2,4.63,29,1,17,25.0,3,81.78,71.8877030364265,-9.8922969635735,2.7049999999999996
Austin,Downtown,Private room,1,1,1,1,3.88,105,0,5,26.0,10,74.98,67.26773174603166,-7.712268253968347,2.04
Austin,East Austin,Private room,6,2,1,2,4.42,136,0,13,32.0,7,81.2,64.23006476567679,-16.969935234323216,2.4699999999999998
Austin,Zilker,Private room,4,2,1,2,4.32,77,0,18,5.0,10,38.63,36.59042916666668,-2.039570833333322,2.52
San Francisco,Nob Hill,Entire home/apt,3,1,1,2,4.58,63,0,2,6.0,1,75.09,114.40801195678209,39.31801195678209,2.33
London,Hackney,Entire home/apt,5,3,1,3,4.77,43,1,6,14.0,9,80.52,91.75062436359924,11.230624363599247,2.5549999999999997
Tokyo,Shinjuku,Entire home/apt,8,3,1,4,5.0,13,0,7,20.0,6,144.64,135.70757274643708,-8.932427253562906,2.64
Sydney,Bondi,Private room,6,1,2,2,4.33,6,0,16,16.0,9,69.15,61.03582818677432,-8.114171813225688,2.485
San Francisco,Sunset,Entire home/apt,4,1,1,2,4.99,85,0,9,12.0,9,105.8,120.37739081030688,14.57739081030688,2.6750000000000003
London,Kensington,Entire home/apt,3,2,1,3,4.68,50,0,12,3.0,10,108.51,92.31581854286937,-16.19418145713064,2.58
New York,Manhattan,Entire home/apt,9,2,1,2,5.0,124,0,18,19.0,11,152.15,147.241336388889,-4.908663611110995,2.86
London,Kensington,Private room,2,2,2,2,4.99,28,1,3,37.0,5,103.64,99.05213584905658,-4.5878641509434175,2.605
Mumbai,Colaba,Entire home/apt,5,1,1,2,4.79,105,0,17,6.0,5,45.01,46.99383333333342,1.983833333333422,2.735
Tokyo,Shinjuku,Entire home/apt,5,2,1,3,4.71,11,0,13,36.0,6,141.25,134.88206791025112,-6.3679320897488765,2.615
Bengaluru,Koramangala,Entire home/apt,7,2,1,2,4.99,103,0,13,5.0,5,61.94,44.61741666666665,-17.32258333333335,2.755
London,Westminster,Private room,1,1,1,1,4.53,23,1,11,25.0,4,68.47,68.19042280567326,-0.279577194326734,2.535
Paris,Le Marais,Entire home/apt,8,1,1,1,4.84,31,0,10,21.0,7,156.29,138.3753968617026,-17.914603138297394,2.62
London,Camden,Entire home/apt,2,1,1,1,4.29,159,0,11,36.0,5,107.38,127.31685717245593,19.93685717245593,2.365
Tokyo,Roppongi,Private room,3,1,1,1,4.38,101,0,9,5.0,1,34.37,59.55449141194216,25.18449141194216,2.37
Austin,Hyde Park,Entire home/apt,3,1,1,2,4.82,35,0,18,37.0,8,88.82,92.29520833333328,3.475208333333285,2.77
Mumbai,Powai,Entire home/apt,8,2,1,3,4.65,13,1,16,9.0,1,52.17,34.75945833333332,-17.41054166666668,2.695
Mumbai,Dadar,Private room,2,1,1,2,4.54,31,0,23,17.0,1,28.42,37.40391666666665,8.983916666666651,2.73
Mumbai,Colaba,Entire home/apt,9,1,1,1,4.67,48,1,12,31.0,12,81.67,77.88041666666669,-3.7895833333333115,2.625
Dubai,Downtown,Entire home/apt,2,2,1,3,5.0,26,1,6,10.0,3,99.75,98.33466225580553,-1.4153377441944741,2.67
Austin,Downtown,Entire home/apt,3,2,1,2,4.83,45,1,18,24.0,1,77.93,96.50117777777787,18.571177777777862,2.8249999999999997
Tokyo,Roppongi,Entire home/apt,3,1,1,1,4.75,65,1,9,7.0,1,71.51,78.88995970489715,7.379959704897146,2.605
San Francisco,Mission,Entire home/apt,3,1,1,1,4.96,46,0,20,28.0,12,145.97,135.7422567556866,-10.227743244313388,2.88
Paris,Latin Quarter,Private room,5,1,1,1,4.89,100,0,9,1.0,11,48.67,50.07984028822289,1.4098402882228882,2.625
Paris,Montmartre,Entire home/apt,3,2,1,3,4.92,53,0,14,18.0,5,122.85,117.7991869925474,-5.050813007452589,2.74
London,Westminster,Entire home/apt,9,3,1,4,4.66,96,0,3,23.0,10,149.13,135.57884253033166,-13.55115746966834,2.39
Sydney,CBD,Entire home/apt,4,2,1,3,4.2,47,0,5,5.0,8,99.69,96.48804130670943,-3.201958693290564,2.2
Mumbai,Powai,Entire home/apt,8,2,1,2,3.91,71,1,19,7.0,8,53.55,37.823583333333325,-15.726416666666672,2.385
Tokyo,Shibuya,Entire home/apt,3,1,1,1,4.91,26,1,5,4.0,11,84.85,89.71778178785169,4.867781787851698,2.605
London,Greenwich,Entire home/apt,6,2,1,2,4.44,74,0,14,21.0,11,97.87,112.12442404801268,14.25442404801268,2.5
New York,Staten Island,Entire home/apt,9,1,1,2,4.36,23,1,13,19.0,2,84.25,112.31455122126887,28.06455122126887,2.49
Bengaluru,MG Road,Entire home/apt,8,2,1,2,4.72,18,0,11,14.0,5,53.3,48.9681250000001,-4.331874999999897,2.58
Austin,South Congress,Entire home/apt,3,3,1,4,4.5,50,0,3,28.0,2,75.14,80.94875000000002,5.808750000000018,2.31
Sydney,Newtown,Entire home/apt,4,2,1,2,4.63,43,0,8,11.0,12,95.1,95.4188197135317,0.3188197135317097,2.475
Sydney,Bondi,Entire home/apt,7,2,1,3,5.0,59,0,6,32.0,7,136.68,129.2732634179247,-7.406736582075297,2.62
Austin,Hyde Park,Private room,7,1,1,2,4.78,57,1,13,28.0,11,52.68,57.07188472152659,4.391884721526587,2.7
Tokyo,Shinjuku,Entire home/apt,2,1,1,1,4.93,52,0,13,12.0,8,119.77,106.75005172490472,-13.019948275095274,2.7249999999999996
Sydney,Surry Hills,Entire home/apt,2,1,1,1,4.84,7,0,9,22.0,10,85.85,92.35698567410326,6.506985674103262,2.6
Mumbai,Colaba,Private room,7,1,1,2,4.93,44,0,25,25.0,8,61.32,56.327916666666624,-4.992083333333376,2.965
Sydney,CBD,Entire home/apt,5,3,1,4,4.36,78,1,2,3.0,8,109.6,94.14513687064121,-15.454863129358785,2.27
Bengaluru,Whitefield,Hotel room,6,2,2,3,4.78,120,1,7,35.0,4,74.9,76.52674999999986,1.6267499999998591,2.58
New York,Staten Island,Entire home/apt,2,2,1,2,4.19,9,0,10,23.0,4,97.72,101.61685500968947,3.8968550096894745,2.2950000000000004
Dubai,Jumeirah,Entire home/apt,8,2,1,2,4.75,54,0,18,3.0,8,99.88,98.86156465550945,-1.0184353444905412,2.735
Bengaluru,MG Road,Entire home/apt,5,1,2,2,4.27,44,0,7,34.0,7,85.18,59.157750000000036,-26.02224999999997,2.275
Paris,Montmartre,Entire home/apt,3,1,1,1,4.55,45,0,19,30.0,4,100.89,119.74547295858413,18.85547295858413,2.655
Mumbai,Powai,Entire home/apt,2,1,1,2,5.0,99,0,9,37.0,6,70.74,75.19133333333328,4.451333333333281,2.68
Bengaluru,Indiranagar,Entire home/apt,6,1,1,2,4.69,109,0,2,2.0,7,19.5,38.064416666666645,18.564416666666645,2.3850000000000002
Dubai,Downtown,Entire home/apt,5,2,1,3,4.34,71,0,2,0.0,5,81.43,86.23841789419203,4.808417894192019,2.21
Tokyo,Ginza,Entire home/apt,6,1,1,1,4.58,56,0,7,17.0,10,102.17,103.59037449828891,1.4203744982889077,2.43
Austin,Hyde Park,Private room,4,1,1,2,4.78,69,1,4,26.0,12,45.91,58.818749154953466,12.908749154953469,2.52
Paris,Montmartre,Entire home/apt,7,1,1,2,4.2,7,0,10,37.0,7,138.38,130.83844603345958,-7.54155396654042,2.3000000000000003
Bengaluru,HSR Layout,Entire home/apt,4,2,1,3,5.0,88,0,10,7.0,12,39.01,41.12558333333341,2.1155833333334115,2.7
Austin,Hyde Park,Private room,6,1,1,2,4.55,0,0,16,24.0,4,67.74,58.34972566337351,-9.390274336626483,2.5949999999999998
Paris,Le Marais,Entire home/apt,8,3,1,4,4.31,64,1,11,17.0,7,142.08,122.87173423087646,-19.208265769123557,2.425
Sydney,Manly,Private room,5,1,1,1,4.4,16,1,11,38.0,5,93.5,81.04944251337662,-12.450557486623381,2.47
Austin,Zilker,Private room,7,2,1,3,5.0,83,0,16,5.0,1,27.84,34.346953869047645,6.506953869047646,2.82
Mumbai,Dadar,Entire home/apt,2,2,1,2,4.12,49,0,14,37.0,7,70.22,75.58641666666668,5.36641666666668,2.34
Mumbai,Andheri,Entire home/apt,8,3,1,3,4.57,37,1,15,27.0,11,57.74,59.32408333333334,1.5840833333333393,2.635
Austin,Downtown,Private room,6,1,1,1,3.89,73,0,2,16.0,12,54.77,48.67769871122256,-6.092301288777442,1.985
Austin,Zilker,Entire home/apt,4,1,1,1,4.53,30,0,8,1.0,4,31.6,56.21375000000003,24.61375000000003,2.4250000000000003
Paris,Latin Quarter,Private room,7,1,1,1,4.64,67,0,2,34.0,2,67.97,80.23855473464555,12.268554734645548,2.36
London,Kensington,Private room,7,1,1,2,3.97,48,0,8,31.0,5,86.59,85.47456612217859,-1.1154338778214168,2.145
San Francisco,Sunset,Entire home/apt,8,1,1,1,5.0,54,0,4,26.0,8,117.2,120.89339035763102,3.693390357631017,2.58
Mumbai,Colaba,Entire home/apt,3,2,2,2,4.51,24,0,18,21.0,8,54.23,53.48158333333332,-0.748416666666678,2.6149999999999998
San Francisco,Nob Hill,Entire home/apt,7,3,1,4,4.51,103,0,12,12.0,4,159.18,126.32642187065122,-32.85357812934879,2.495
