city,neighbourhood,property_type,accommodates,bedrooms,bathrooms,beds,review_score,reviews_count,superhost,amenity_count,cleaning_fee,month,price
Paris,Montmartre,Entire home/apt,7,1,1,2,4.2,7,0,10,37.0,7,138.38
Sydney,CBD,Shared room,2,1,1,1,5.0,132,0,7,33.0,4,57.85
New York,Brooklyn,Entire home/apt,5,3,1,3,4.3,18,0,16,17.0,12,140.56
Austin,South Congress,Entire home/apt,8,1,1,2,4.48,19,0,8,1.0,12,53.96
Paris,Bastille,Private room,7,1,1,2,4.55,116,0,14,38.0,9,105.21
Mumbai,Dadar,Entire home/apt,2,1,1,2,4.16,121,0,16,37.0,5,66.04
Dubai,Jumeirah,Entire home/apt,8,2,1,3,4.61,9,0,2,20.0,7,85.63
Bengaluru,HSR Layout,Entire home/apt,4,2,2,2,4.75,77,1,15,38.0,10,65.03
Bengaluru,Whitefield,Entire home/apt,4,1,1,1,4.56,37,0,2,19.0,4,36.82
Austin,Hyde Park,Entire home/apt,9,3,2,4,4.37,28,0,2,9.0,11,70.97
Tokyo,Shinjuku,Entire home/apt,3,2,1,3,4.87,104,0,12,4.0,11,95.38
Sydney,Manly,Entire home/apt,4,1,1,2,5.0,30,0,16,3.0,9,106.27
San Francisco,Mission,Entire home/apt,9,2,1,2,4.11,37,0,14,1.0,10,97.87
Bengaluru,HSR Layout,Entire home/apt,8,3,1,3,4.78,46,1,9,21.0,7,43.72
Tokyo,Shibuya,Private room,4,1,1,1,4.74,31,0,13,39.0,6,103.28
Bengaluru,HSR Layout,Entire home/apt,9,1,2,1,5.0,13,0,2,17.0,7,36.45
New York,Queens,Private room,5,1,1,1,4.72,118,0,15,30.0,5,101.03
Dubai,Bur Dubai,Entire home/apt,6,1,1,2,5.0,1,0,2,37.0,6,95.05
San Francisco,Marina,Shared room,3,1,1,2,4.94,62,0,16,33.0,3,70.58
Bengaluru,Whitefield,Entire home/apt,2,1,1,2,4.78,37,0,22,20.0,10,32.59
Mumbai,Andheri,Entire home/apt,8,2,1,2,4.36,23,0,18,8.0,10,49.06
Paris,Montmartre,Entire home/apt,2,2,1,3,4.66,65,1,10,2.0,9,92.09
London,Hackney,Entire home/apt,6,1,1,2,4.88,91,0,5,39.0,7,127.57
London,Camden,Shared room,3,1,1,1,4.73,27,0,5,5.0,3,32.98
Dubai,Jumeirah,Entire home/apt,7,2,1,3,4.06,34,0,12,3.0,9,81.16
Bengaluru,Indiranagar,Private room,3,1,1,1,4.65,64,0,10,16.0,7,59.01
Dubai,Marina,Private room,6,1,1,1,4.46,53,0,8,33.0,12,69.14
Austin,Hyde Park,Entire home/apt,7,1,1,2,5.0,91,1,11,6.0,9,68.74
New York,Bronx,Entire home/apt,4,2,1,3,4.58,58,0,14,32.0,2,106.07
Paris,Montmartre,Entire home/apt,8,3,1,4,4.79,93,0,14,30.0,1,138.25
Tokyo,Shibuya,Entire home/apt,3,1,1,1,4.63,67,0,7,12.0,9,93.68
San Francisco,Marina,Private room,6,1,1,2,4.1,7,0,2,28.0,7,90.41
Sydney,Newtown,Entire home/apt,7,1,1,1,4.06,129,0,8,15.0,2,82.82
Dubai,Jumeirah,Private room,1,1,1,2,4.88,55,0,4,8.0,11,36.58
Paris,Le Marais,Entire home/apt,8,2,1,2,4.71,66,0,12,17.0,11,109.38
New York,Manhattan,Private room,7,2,1,2,4.9,104,1,13,29.0,10,112.78
San Francisco,Nob Hill,Entire home/apt,8,2,1,3,4.92,31,1,17,28.0,5,167.09
Dubai,Jumeirah,Entire home/apt,8,1,1,1,4.13,66,0,7,10.0,4,60.94
Austin,East Austin,Entire home/apt,2,1,1,2,4.92,78,1,7,33.0,3,91.16
San Francisco,Sunset,Entire home/apt,6,1,1,1,5.0,53,0,8,25.0,12,87.31
New York,Queens,Private room,1,1,1,1,4.48,123,0,7,16.0,5,66.65
Mumbai,Colaba,Private room,4,1,1,2,4.52,30,0,10,26.0,9,42.97
London,Camden,Entire home/apt,2,3,1,4,4.37,106,0,10,22.0,7,131.08
Austin,East Austin,Private room,3,1,1,2,4.79,68,0,14,20.0,12,62.05
New York,Queens,Entire home/apt,8,2,2,3,5.0,93,0,9,1.0,4,105.9
San Francisco,SoMa,Private room,7,1,1,2,4.47,53,0,8,23.0,8,75.57
Tokyo,Roppongi,Entire home/apt,2,2,1,3,4.41,102,0,21,10.0,5,139.79
London,Hackney,Entire home/apt,9,1,1,1,4.22,0,0,13,19.0,8,102.95
Tokyo,Ginza,Entire home/apt,2,2,1,3,4.86,26,1,2,27.0,1,94.69
San Francisco,Nob Hill,Private room,2,1,1,2,4.84,83,0,17,34.0,8,107.53
Paris,Latin Quarter,Private room,5,1,2,1,5.0,22,0,8,15.0,4,78.61
Bengaluru,Whitefield,Private room,2,1,1,2,4.57,47,0,2,1.0,12,20.76
New York,Bronx,Private room,1,1,1,2,4.65,143,0,5,16.0,12,44.21
San Francisco,Nob Hill,Entire home/apt,7,3,1,4,4.51,103,0,12,12.0,4,159.18
Mumbai,Powai,Entire home/apt,4,1,1,2,5.0,56,0,14,10.0,3,42.85
Dubai,Bur Dubai,Private room,5,1,1,2,4.82,15,1,8,13.0,7,67.63
Dubai,Deira,Shared room,7,1,1,2,4.57,114,0,14,20.0,6,36.92
Sydney,Manly,Hotel room,3,1,1,2,4.41,19,0,4,35.0,10,87.44
London,Greenwich,Private room,5,1,1,2,4.01,41,0,14,23.0,7,69.49
Bengaluru,Koramangala,Entire home/apt,7,2,1,3,4.81,50,0,20,23.0,3,59.27
Dubai,Bur Dubai,Private room,6,1,1,2,5.0,54,0,17,26.0,10,61.22
Sydney,Surry Hills,Private room,2,2,1,2,5.0,51,0,9,34.0,3,72.55
San Francisco,Mission,Entire home/apt,7,3,1,4,4.33,49,0,13,39.0,9,160.96
Paris,Le Marais,Private room,5,1,1,1,4.26,13,1,11,4.0,10,45.74
Mumbai,Dadar,Entire home/apt,4,2,1,3,4.73,68,0,17,11.0,2,37.0
London,Camden,Entire home/apt,9,2,1,3,4.42,117,1,15,12.0,9,129.16
London,Camden,Entire home/apt,9,2,1,3,4.92,1,0,5,25.0,5,110.39
Bengaluru,MG Road,Entire home/apt,6,3,1,3,4.5,45,0,20,24.0,12,44.92
Dubai,Marina,Private room,4,1,1,2,5.0,44,0,12,13.0,11,55.84
Dubai,Bur Dubai,Entire home/apt,2,2,1,2,4.83,92,0,4,11.0,6,70.68
Paris,Latin Quarter,Private room,1,1,1,1,4.97,52,0,17,3.0,9,49.14
San Francisco,Mission,Private room,4,1,1,1,4.44,18,0,12,38.0,10,79.27
New York,Bronx,Entire home/apt,2,2,1,2,4.5,63,0,11,33.0,7,116.09
Tokyo,Shibuya,Entire home/apt,9,3,1,3,4.07,45,0,8,20.0,8,135.62
Paris,Le Marais,Private room,7,1,1,1,4.51,13,1,7,35.0,4,77.9
Paris,Bastille,Private room,4,1,1,2,5.0,42,0,2,38.0,5,76.12
Dubai,Jumeirah,Entire home/apt,5,2,2,2,4.26,99,0,9,30.0,4,115.34
Tokyo,Asakusa,Entire home/apt,5,1,1,2,4.54,97,0,2,5.0,9,74.71
New York,Queens,Private room,5,2,1,2,4.69,16,0,8,0.0,3,24.64
Dubai,Marina,Entire home/apt,9,2,1,3,5.0,50,0,7,8.0,1,68.46
San Francisco,Mission,Shared room,2,1,1,2,4.98,96,1,13,16.0,7,39.39
Paris,Latin Quarter,Entire home/apt,7,1,1,1,4.7,60,0,18,34.0,7,150.6
New York,Bronx,Private room,1,1,1,1,5.0,62,0,7,0.0,10,40.53
Bengaluru,Koramangala,Entire home/apt,9,2,1,3,4.9,74,0,15,33.0,7,73.78
Paris,Montmartre,Entire home/apt,8,3,1,4,4.34,10,1,11,11.0,2,99.66
Mumbai,Powai,Entire home/apt,6,1,1,1,4.63,123,0,23,16.0,4,55.99
Bengaluru,Whitefield,Private room,4,1,1,2,4.65,33,0,14,13.0,6,23.93
San Francisco,Nob Hill,Entire home/apt,4,3,1,4,4.25,97,0,6,37.0,4,157.7
Tokyo,Asakusa,Shared room,4,1,1,2,4.3,54,0,9,16.0,9,34.91
San Francisco,Sunset,Entire home/apt,3,3,1,4,4.22,53,1,17,9.0,1,113.07
Sydney,Manly,Private room,3,1,1,1,4.32,81,0,9,30.0,11,85.51
Bengaluru,Indiranagar,Entire home/apt,8,1,1,2,5.0,17,0,5,22.0,11,45.9
Mumbai,Powai,Entire home/apt,2,1,1,2,5.0,99,0,9,37.0,6,70.74
London,Kensington,Private room,7,1,1,1,4.95,85,0,12,15.0,11,82.21
London,Hackney,Entire home/apt,8,2,1,2,4.95,0,0,16,37.0,5,127.19
Bengaluru,MG Road,Private room,7,1,1,1,4.28,97,0,7,10.0,1,14.48
Mumbai,Andheri,Private room,1,1,1,1,5.0,103,0,15,19.0,3,41.55
Austin,Zilker,Entire home/apt,6,1,1,2,5.0,52,1,8,20.0,1,57.06
Mumbai,Andheri,Private room,2,2,1,2,5.0,97,0,8,15.0,1,24.62
London,Hackney,Entire home/apt,9,2,1,3,4.95,81,0,17,10.0,8,123.2
Tokyo,Roppongi,Entire home/apt,9,2,1,2,5.0,92,0,16,35.0,4,164.2
Mumbai,Colaba,Entire home/apt,9,2,1,3,5.0,71,0,17,23.0,10,50.95
Austin,Zilker,Entire home/apt,5,2,1,3,4.4,13,0,13,26.0,1,68.62
Bengaluru,HSR Layout,Entire home/apt,2,3,1,4,4.67,37,1,11,23.0,4,71.85
New York,Queens,Entire home/apt,2,2,1,2,4.41,33,0,14,27.0,4,100.13
Tokyo,Shinjuku,Entire home/apt,4,1,1,1,4.96,41,0,3,25.0,1,92.25
London,Camden,Shared room,1,1,1,2,4.83,57,0,7,29.0,6,53.8
Paris,1st Arr.,Entire home/apt,9,3,1,4,4.12,28,0,12,3.0,4,124.23
Paris,Le Marais,Private room,1,1,1,2,4.96,118,0,11,15.0,12,70.65
Austin,Downtown,Private room,5,2,1,3,4.22,91,1,13,36.0,2,67.76
Paris,Latin Quarter,Entire home/apt,4,1,1,2,4.73,83,0,11,28.0,2,110.2
Sydney,Surry Hills,Entire home/apt,6,1,1,2,4.7,47,0,6,37.0,10,125.73
San Francisco,Sunset,Private room,2,1,1,1,5.0,60,0,9,29.0,2,58.18
Austin,Hyde Park,Entire home/apt,7,2,1,2,4.19,132,0,10,30.0,12,92.16
San Francisco,Marina,Entire home/apt,7,1,1,2,4.33,81,0,8,5.0,6,123.76
Bengaluru,Whitefield,Entire home/apt,3,2,1,3,4.75,112,1,20,38.0,2,51.11
Dubai,Deira,Entire home/apt,9,2,1,2,4.34,33,0,12,8.0,3,44.44
Paris,Montmartre,Private room,5,1,1,2,4.19,150,0,11,32.0,3,79.63
London,Camden,Private room,4,1,1,1,4.49,108,0,13,22.0,1,73.6
San Francisco,Mission,Entire home/apt,9,2,2,3,5.0,36,1,10,23.0,2,136.09
Sydney,Surry Hills,Entire home/apt,2,1,1,2,4.55,110,0,12,22.0,7,117.06
Tokyo,Roppongi,Entire home/apt,6,3,1,3,4.58,34,1,10,5.0,7,115.41
New York,Brooklyn,Private room,7,1,1,2,4.9,70,0,6,23.0,3,61.9
Mumbai,Bandra,Private room,6,1,1,1,4.09,40,0,5,22.0,2,23.02
Mumbai,Bandra,Private room,5,1,1,1,4.88,70,0,11,35.0,12,55.9
New York,Brooklyn,Private room,4,1,1,2,4.8,37,1,12,34.0,11,78.15
New York,Manhattan,Entire home/apt,8,2,1,2,4.01,102,1,13,37.0,4,174.28
San Francisco,SoMa,Entire home/apt,9,1,1,1,4.23,78,1,6,34.0,12,157.79
London,Hackney,Entire home/apt,2,2,1,2,4.82,76,0,17,11.0,10,105.09
Bengaluru,HSR Layout,Hotel room,1,1,1,2,4.37,88,0,15,23.0,2,33.93
New York,Bronx,Entire home/apt,3,1,1,1,4.46,70,0,15,13.0,4,80.82
Austin,Hyde Park,Private room,2,2,1,2,5.0,112,1,13,5.0,3,37.8
Tokyo,Ginza,Entire home/apt,2,2,1,2,4.68,47,0,4,6.0,3,88.61
Dubai,Deira,Entire home/apt,4,2,1,3,4.31,36,0,16,8.0,12,62.79
London,Kensington,Entire home/apt,5,1,1,1,4.23,155,1,7,30.0,8,157.6
Dubai,Deira,Entire home/apt,9,3,1,3,4.63,91,0,17,7.0,4,95.41
Mumbai,Andheri,Private room,6,1,1,1,4.68,22,0,13,25.0,12,38.38
San Francisco,Sunset,Entire home/apt,5,1,1,1,4.55,116,0,9,13.0,6,113.73
Dubai,Jumeirah,Entire home/apt,4,3,2,3,4.61,131,0,15,14.0,3,99.6
Mumbai,Powai,Entire home/apt,5,1,1,1,4.65,39,0,12,21.0,3,60.35
Paris,Le Marais,Entire home/apt,3,2,2,3,4.36,98,0,14,23.0,6,140.18
San Francisco,Nob Hill,Hotel room,6,1,1,2,4.62,98,0,2,27.0,8,137.63
Tokyo,Roppongi,Entire home/apt,6,1,1,1,4.5,39,0,10,36.0,2,114.29
Bengaluru,HSR Layout,Private room,7,1,1,2,4.53,36,0,11,30.0,10,44.42
Dubai,Deira,Private room,3,1,1,1,5.0,72,0,6,24.0,4,57.28
Sydney,Newtown,Entire home/apt,9,2,1,2,5.0,104,1,10,29.0,6,123.47
Austin,East Austin,Entire home/apt,4,1,1,2,4.11,111,1,12,33.0,12,85.51
Bengaluru,HSR Layout,Private room,1,1,1,2,4.61,116,0,6,31.0,5,24.52
New York,Manhattan,Entire home/apt,3,1,1,1,4.95,11,0,11,7.0,7,130.06
Austin,Hyde Park,Private room,3,2,1,2,5.0,71,0,13,28.0,5,59.01
Dubai,Downtown,Entire home/apt,7,2,2,2,4.55,29,0,5,10.0,12,111.49
Dubai,Marina,Entire home/apt,2,2,2,2,4.3,53,0,19,29.0,12,116.59
Tokyo,Ginza,Entire home/apt,8,3,1,4,4.54,46,1,19,38.0,12,183.74
Bengaluru,Koramangala,Entire home/apt,7,2,1,2,4.52,81,0,22,27.0,12,73.7
Tokyo,Ginza,Entire home/apt,3,1,1,2,5.0,98,0,15,36.0,10,161.33
Mumbai,Powai,Entire home/apt,4,3,1,3,4.51,108,0,16,16.0,10,66.43
Tokyo,Shibuya,Entire home/apt,6,2,1,2,4.78,63,0,9,37.0,5,144.13
Sydney,Bondi,Private room,4,1,1,1,4.84,46,0,16,5.0,10,60.64
Paris,1st Arr.,Entire home/apt,7,1,1,1,4.81,2,0,19,19.0,5,129.35
Bengaluru,Whitefield,Entire home/apt,6,1,1,2,4.87,10,0,6,33.0,2,72.82
Bengaluru,Indiranagar,Entire home/apt,6,1,1,2,5.0,55,1,5,35.0,7,60.93
Dubai,Jumeirah,Entire home/apt,2,2,1,2,4.85,148,0,15,18.0,6,134.74
Tokyo,Ginza,Entire home/apt,9,1,1,1,4.05,92,0,10,24.0,7,134.05
Dubai,Marina,Private room,7,1,1,2,4.15,97,0,7,36.0,7,71.4
Tokyo,Ginza,Private room,2,1,1,2,5.0,88,0,20,3.0,11,61.46
San Francisco,Marina,Shared room,5,1,1,1,4.46,81,0,6,38.0,3,63.66
Mumbai,Andheri,Entire home/apt,8,2,1,3,4.59,10,0,12,17.0,10,73.72
New York,Staten Island,Entire home/apt,5,1,1,1,4.29,116,0,8,24.0,2,69.18
Bengaluru,HSR Layout,Private room,4,1,1,2,4.14,14,0,14,19.0,12,35.63
Tokyo,Shinjuku,Entire home/apt,4,2,1,3,5.0,23,0,8,13.0,8,103.99
Austin,Downtown,Entire home/apt,7,2,1,3,4.69,53,0,23,19.0,11,101.19
Sydney,Surry Hills,Entire home/apt,3,2,1,3,4.38,83,0,9,0.0,6,87.75
San Francisco,SoMa,Private room,5,1,1,2,4.52,22,0,18,35.0,10,96.59
Mumbai,Bandra,Private room,2,1,2,2,4.86,63,1,11,30.0,7,43.74
Sydney,Surry Hills,Entire home/apt,7,2,1,3,4.49,80,0,16,6.0,2,88.43
San Francisco,Mission,Entire home/apt,9,2,2,2,4.31,43,0,3,1.0,5,122.56
Paris,Bastille,Private room,4,2,1,3,4.37,95,0,13,15.0,8,85.15
Tokyo,Shibuya,Private room,6,1,1,1,4.6,44,0,3,28.0,11,62.88
Austin,South Congress,Entire home/apt,3,2,1,3,4.55,12,0,18,1.0,1,38.79
Tokyo,Ginza,Private room,3,1,1,1,4.37,93,0,8,8.0,9,49.49
Mumbai,Bandra,Entire home/apt,4,1,1,2,4.94,30,0,10,16.0,10,59.14
Mumbai,Dadar,Entire home/apt,6,1,1,1,4.2,48,0,7,23.0,2,48.47
New York,Manhattan,Private room,4,2,1,3,4.04,32,0,9,22.0,12,83.5
Sydney,Surry Hills,Entire home/apt,8,1,1,1,4.5,47,0,10,20.0,12,110.8
Paris,Latin Quarter,Entire home/apt,9,1,1,1,4.69,59,0,10,0.0,4,77.13
Paris,1st Arr.,Private room,2,1,1,2,3.99,22,0,13,14.0,1,47.39
Bengaluru,Whitefield,Entire home/apt,2,1,1,1,4.09,114,0,14,8.0,10,38.43
Tokyo,Asakusa,Entire home/apt,3,1,1,2,4.86,62,0,14,33.0,11,110.58
Dubai,Downtown,Hotel room,2,1,1,2,4.28,127,1,12,7.0,10,73.35
London,Kensington,Entire home/apt,4,1,1,1,4.97,48,0,19,5.0,11,95.57
Sydney,Surry Hills,Private room,6,1,1,2,3.94,72,0,13,27.0,3,52.45
Sydney,Manly,Entire home/apt,9,2,1,2,4.13,56,0,17,10.0,6,114.76
New York,Brooklyn,Entire home/apt,4,2,1,3,4.78,86,0,12,24.0,3,131.62
Tokyo,Asakusa,Entire home/apt,4,1,1,2,4.75,74,0,13,10.0,4,88.55
Austin,South Congress,Entire home/apt,5,2,1,3,4.54,67,1,12,8.0,4,84.98
Sydney,Surry Hills,Private room,6,1,2,2,3.91,49,0,2,8.0,1,38.7
Paris,1st Arr.,Entire home/apt,2,1,1,1,4.54,59,1,15,32.0,11,101.18
San Francisco,SoMa,Entire home/apt,6,1,2,2,4.65,29,0,9,28.0,9,146.5
Paris,1st Arr.,Private room,3,1,1,2,4.13,14,0,9,14.0,1,64.89
Mumbai,Powai,Private room,2,1,1,2,5.0,0,0,14,6.0,3,15.7
Sydney,Newtown,Entire home/apt,8,1,1,2,4.73,14,0,10,35.0,1,95.68
San Francisco,SoMa,Shared room,5,1,2,1,4.85,117,0,15,10.0,12,46.88
San Francisco,Marina,Hotel room,7,2,1,2,4.47,60,1,13,31.0,1,116.36
New York,Queens,Entire home/apt,9,1,1,1,3.96,64,0,8,0.0,10,85.72
Dubai,Downtown,Entire home/apt,8,2,1,3,3.9,35,0,12,22.0,1,91.41
Tokyo,Ginza,Entire home/apt,7,2,1,2,4.67,100,0,9,12.0,12,121.18
San Francisco,Marina,Entire home/apt,9,1,1,2,4.68,80,0,17,28.0,2,118.09
Mumbai,Powai,Entire home/apt,6,1,1,1,4.53,98,0,11,14.0,5,54.25
Paris,Latin Quarter,Private room,4,1,1,1,4.63,18,1,9,15.0,6,42.7
New York,Brooklyn,Entire home/apt,4,2,1,3,4.27,79,0,15,8.0,7,124.86
Sydney,Newtown,Entire home/apt,4,2,1,3,4.65,40,0,12,20.0,1,90.35
Paris,Latin Quarter,Private room,7,2,1,2,4.63,112,0,15,33.0,6,87.86
Dubai,Bur Dubai,Private room,7,2,1,2,4.55,105,0,11,11.0,3,30.73
Austin,East Austin,Private room,3,1,2,2,4.04,60,0,15,9.0,9,45.9
Austin,Downtown,Entire home/apt,2,3,1,3,4.7,41,0,12,3.0,9,76.06
London,Camden,Private room,3,1,1,2,4.57,15,0,9,38.0,8,100.47
San Francisco,Marina,Entire home/apt,9,2,1,2,5.0,80,1,9,25.0,6,162.88
Tokyo,Shibuya,Private room,4,1,1,1,4.59,51,0,2,2.0,6,58.02
Bengaluru,Indiranagar,Entire home/apt,8,2,1,3,4.9,75,0,13,0.0,11,35.45
San Francisco,Nob Hill,Private room,2,1,1,2,4.03,45,0,9,13.0,10,53.59
London,Camden,Entire home/apt,9,2,1,3,4.32,135,0,12,29.0,9,149.74
New York,Manhattan,Private room,7,1,1,2,4.16,58,1,11,28.0,2,70.89
San Francisco,SoMa,Private room,4,1,1,1,4.42,94,1,2,19.0,6,83.5
Tokyo,Shibuya,Hotel room,1,2,1,3,4.05,173,0,15,26.0,12,123.86
Sydney,Newtown,Entire home/apt,6,2,1,3,4.56,137,0,10,21.0,5,89.06
Austin,Downtown,Entire home/apt,4,4,1,5,4.68,38,0,16,27.0,1,105.48
Paris,Le Marais,Entire home/apt,2,1,1,1,4.15,73,1,17,12.0,9,125.77
New York,Queens,Entire home/apt,7,3,1,3,4.61,140,0,13,10.0,1,114.55
New York,Staten Island,Entire home/apt,9,2,1,3,4.87,83,0,16,11.0,7,90.93
Mumbai,Dadar,Entire home/apt,4,2,1,3,4.41,51,0,2,0.0,5,14.87
Austin,East Austin,Entire home/apt,4,1,1,2,4.7,24,0,14,3.0,1,36.21
Austin,East Austin,Entire home/apt,9,1,1,2,4.4,36,0,11,28.0,9,85.28
New York,Staten Island,Entire home/apt,3,2,1,3,4.12,109,0,3,20.0,5,87.93
London,Camden,Private room,3,1,2,1,4.11,40,0,2,13.0,12,52.98
New York,Manhattan,Entire home/apt,5,3,1,3,4.26,9,0,12,32.0,4,145.36
Dubai,Marina,Entire home/apt,8,2,1,2,3.7,56,0,14,2.0,12,88.38
Bengaluru,MG Road,Entire home/apt,6,1,1,2,4.46,79,0,18,32.0,9,67.5
London,Camden,Private room,2,1,1,2,4.84,66,1,13,30.0,4,68.77
Dubai,Downtown,Entire home/apt,2,2,1,2,4.71,64,1,15,23.0,9,123.18
San Francisco,Marina,Entire home/apt,4,2,1,2,4.77,93,1,6,8.0,9,105.88
Sydney,Newtown,Private room,6,2,1,2,4.85,38,0,11,35.0,8,87.14
New York,Staten Island,Entire home/apt,2,2,1,3,5.0,71,0,4,30.0,7,116.04
Tokyo,Shinjuku,Private room,6,1,1,2,4.19,65,0,20,15.0,11,70.4
Paris,Montmartre,Private room,5,2,1,2,5.0,75,0,12,0.0,12,78.16
Mumbai,Dadar,Shared room,3,1,1,2,4.93,11,0,16,17.0,9,27.41
Bengaluru,Indiranagar,Entire home/apt,8,1,1,2,4.53,93,0,2,16.0,5,40.66
Sydney,Manly,Entire home/apt,5,2,1,2,4.24,119,0,7,26.0,4,108.74
New York,Queens,Entire home/apt,6,1,1,2,4.93,65,1,11,36.0,6,129.32
New York,Bronx,Entire home/apt,2,2,1,3,5.0,71,1,11,30.0,9,105.61
Bengaluru,MG Road,Private room,5,1,1,1,4.5,107,0,9,7.0,11,12.84
San Francisco,Mission,Entire home/apt,3,2,1,2,5.0,75,0,8,37.0,8,146.9
New York,Bronx,Entire home/apt,2,1,1,1,5.0,29,0,15,13.0,8,101.92
Paris,Montmartre,Private room,7,1,1,1,4.15,33,0,13,18.0,1,57.47
Tokyo,Roppongi,Entire home/apt,3,2,1,2,4.42,79,1,4,30.0,6,120.2
London,Kensington,Private room,3,1,1,2,4.31,75,1,9,1.0,10,52.65
New York,Bronx,Entire home/apt,2,4,1,5,4.79,46,1,14,7.0,7,90.45
Sydney,Surry Hills,Hotel room,6,1,1,1,4.46,23,1,14,34.0,7,110.0
Dubai,Jumeirah,Entire home/apt,6,1,1,2,4.92,4,0,8,21.0,5,77.54
New York,Staten Island,Entire home/apt,5,2,1,2,4.33,25,0,8,36.0,12,98.97
San Francisco,Nob Hill,Entire home/apt,3,2,1,3,5.0,11,0,9,31.0,2,129.46
New York,Brooklyn,Entire home/apt,7,2,1,2,4.51,7,0,7,30.0,4,112.58
Mumbai,Colaba,Private room,3,2,1,2,3.74,27,0,8,12.0,3,31.53
Mumbai,Dadar,Entire home/apt,5,2,1,2,4.36,98,0,3,12.0,8,24.65
Sydney,Surry Hills,Private room,7,1,1,2,4.5,8,1,15,6.0,9,32.61
Tokyo,Shibuya,Private room,7,2,1,3,4.41,6,0,10,23.0,12,81.03
Austin,South Congress,Entire home/apt,9,2,1,2,4.22,47,0,10,34.0,12,118.65
Bengaluru,Indiranagar,Private room,4,1,1,2,4.98,32,0,8,28.0,8,45.05
Sydney,Bondi,Private room,7,1,1,1,4.38,62,0,15,22.0,11,56.52
Paris,Latin Quarter,Entire home/apt,8,1,1,2,4.28,107,1,11,18.0,6,129.38
Tokyo,Shibuya,Entire home/apt,7,1,1,2,4.17,112,0,13,37.0,3,127.21
Mumbai,Bandra,Entire home/apt,8,2,1,3,4.77,118,0,16,18.0,10,76.06
London,Kensington,Hotel room,5,1,1,1,4.5,57,0,14,34.0,11,130.13
Tokyo,Shibuya,Entire home/apt,6,2,1,3,4.29,75,0,13,1.0,2,99.04
Austin,Zilker,Entire home/apt,8,2,1,2,4.37,54,1,13,1.0,9,63.55
Paris,Latin Quarter,Private room,3,1,1,2,5.0,38,0,11,2.0,4,61.4
Dubai,Deira,Entire home/apt,4,3,1,3,4.82,81,0,4,28.0,9,105.51
London,Camden,Entire home/apt,9,1,1,2,4.58,33,1,15,30.0,3,123.73
New York,Queens,Private room,6,1,1,2,4.69,87,0,6,4.0,9,45.05
Mumbai,Powai,Entire home/apt,5,1,1,1,3.87,50,0,3,33.0,1,72.75
Dubai,Marina,Entire home/apt,7,3,1,4,4.51,32,0,10,35.0,9,117.0
Paris,1st Arr.,Private room,7,2,1,3,4.46,27,1,19,0.0,4,56.53
Dubai,Marina,Hotel room,3,1,1,1,4.13,47,0,8,16.0,6,86.77
Paris,1st Arr.,Entire home/apt,5,2,1,3,4.91,2,0,5,31.0,11,125.9
Dubai,Deira,Private room,3,3,1,4,4.57,72,0,11,8.0,6,40.64
Dubai,Bur Dubai,Private room,2,1,1,2,4.77,50,0,13,3.0,8,22.86
Tokyo,Asakusa,Private room,2,2,2,2,4.52,19,0,4,30.0,3,52.62
Austin,Downtown,Hotel room,4,1,1,1,4.93,4,0,15,20.0,8,75.7
Sydney,CBD,Private room,3,1,1,1,4.39,16,0,8,25.0,1,60.25
Mumbai,Dadar,Entire home/apt,6,2,2,3,4.47,9,1,19,16.0,1,28.91
Sydney,Surry Hills,Entire home/apt,9,2,1,2,4.7,79,0,13,11.0,5,99.72
Dubai,Bur Dubai,Private room,6,1,1,1,4.84,21,0,13,5.0,4,27.65
Tokyo,Shinjuku,Entire home/apt,6,1,1,2,4.73,51,0,17,1.0,6,98.76
London,Hackney,Entire home/apt,6,2,1,2,4.97,49,0,12,30.0,11,112.28
Dubai,Deira,Private room,3,2,1,2,4.21,59,1,6,30.0,1,59.76
Sydney,Surry Hills,Entire home/apt,6,2,1,2,4.53,106,0,12,9.0,4,87.78
San Francisco,Marina,Private room,5,1,1,1,4.62,65,0,11,21.0,5,77.22
New York,Queens,Entire home/apt,4,2,1,2,3.99,52,0,4,22.0,3,105.24
Bengaluru,Koramangala,Entire home/apt,5,1,1,1,4.35,56,1,11,5.0,5,45.61
London,Camden,Entire home/apt,6,2,1,2,4.97,4,0,15,33.0,12,139.01
London,Kensington,Private room,4,1,1,2,4.44,100,1,22,23.0,9,65.97
Paris,Bastille,Entire home/apt,6,2,1,2,4.78,110,0,10,29.0,9,118.34
San Francisco,Mission,Entire home/apt,3,2,1,2,4.78,47,0,16,29.0,12,146.26
Mumbai,Dadar,Hotel room,1,1,1,1,4.92,87,0,5,23.0,5,66.75
London,Hackney,Entire home/apt,6,1,2,2,4.51,105,0,12,3.0,3,84.73
Austin,Zilker,Entire home/apt,3,3,1,3,4.42,32,0,11,35.0,8,113.98
Austin,Hyde Park,Private room,1,1,1,1,4.46,58,0,4,27.0,9,45.08
Dubai,Marina,Entire home/apt,7,1,1,1,4.72,32,0,5,32.0,8,129.05
Bengaluru,Indiranagar,Private room,6,1,1,1,4.75,64,0,16,21.0,1,47.83
Dubai,Bur Dubai,Private room,6,1,1,2,4.66,72,0,12,13.0,10,38.55
Paris,1st Arr.,Private room,5,1,1,1,4.65,102,0,13,5.0,1,61.67
